0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
0.6234347820281982,0.7685720324516296,0.5526778101921082,0.7448463439941406,0.49520379304885864,0.6809068918228149,0.45729124546051025,0.6180777549743652,0.4187052249908447,0.5728286504745483,0.5287250280380249,0.5544865131378174,0.5065150260925293,0.4546055197715759,0.49362343549728394,0.3924790620803833,0.48457062244415283,0.3382740020751953,0.5717713832855225,0.5420153141021729,0.5525575280189514,0.4315425753593445,0.5396888852119446,0.36213552951812744,0.5284006595611572,0.3027871251106262,0.6160229444503784,0.5526227951049805,0.6042379140853882,0.44630342721939087,0.5923365354537964,0.379611074924469,0.5799304246902466,0.32008248567581177,0.6628180146217346,0.5807610750198364,0.6798409223556519,0.5071982741355896,0.6895871162414551,0.4554980397224426,0.6953050494194031,0.4057294726371765,Emergency_Help
0.6220647692680359,0.7693992257118225,0.5517545938491821,0.7461823225021362,0.49448126554489136,0.6825036406517029,0.4560488760471344,0.6183918118476868,0.4170299172401428,0.5742847919464111,0.5296173095703125,0.5577436685562134,0.5073647499084473,0.45800265669822693,0.4944313168525696,0.3960108458995819,0.48539185523986816,0.3413841724395752,0.5726802945137024,0.5452801585197449,0.5530668497085571,0.4334413409233093,0.5401139259338379,0.3634343147277832,0.5284215211868286,0.30324044823646545,0.6166407465934753,0.55512535572052,0.6047549247741699,0.44943976402282715,0.5920436382293701,0.38289546966552734,0.5785205364227295,0.3231615424156189,0.6630529761314392,0.5820414423942566,0.6795657873153687,0.5070357322692871,0.6894936561584473,0.45632612705230713,0.695113480091095,0.4080159664154053,Emergency_Help
0.6223714351654053,0.7702032327651978,0.5516148805618286,0.7476019859313965,0.4936995506286621,0.6841961741447449,0.45568326115608215,0.6201977729797363,0.4175228476524353,0.575683057308197,0.5293247103691101,0.5585845708847046,0.5072414875030518,0.45900440216064453,0.4944351315498352,0.39728474617004395,0.4853833317756653,0.34273144602775574,0.5724537968635559,0.5462498068809509,0.552986204624176,0.43497276306152344,0.5402389168739319,0.3653275966644287,0.5286597013473511,0.3048485517501831,0.6164464354515076,0.55611652135849,0.605032742023468,0.4504174590110779,0.5930461287498474,0.3841315805912018,0.5799928903579712,0.32440638542175293,0.6628466248512268,0.582963228225708,0.6793627738952637,0.5080171227455139,0.6893808841705322,0.45749878883361816,0.6949857473373413,0.40918388962745667,Emergency_Help
0.6224287748336792,0.7693628668785095,0.5524104237556458,0.7469716668128967,0.4949590265750885,0.6841076612472534,0.4566076993942261,0.620643675327301,0.4174652397632599,0.5771003365516663,0.529292643070221,0.5588012337684631,0.5070399641990662,0.4595056474208832,0.4939379394054413,0.39798903465270996,0.48449862003326416,0.34341877698898315,0.5720891952514648,0.54625403881073,0.5522704720497131,0.4356829524040222,0.5393854975700378,0.36628463864326477,0.5275996923446655,0.30573606491088867,0.6160173416137695,0.5558154582977295,0.6038612127304077,0.4507095515727997,0.5914015769958496,0.3847680687904358,0.5778858661651611,0.3248230218887329,0.6625449657440186,0.5821557641029358,0.6792114973068237,0.5074535012245178,0.6895334124565125,0.4572356939315796,0.6954100131988525,0.40887075662612915,Emergency_Help
0.6213014721870422,0.7646017074584961,0.5522944927215576,0.7413630485534668,0.49573367834091187,0.6783338785171509,0.45702654123306274,0.6152676343917847,0.4172157943248749,0.5732091665267944,0.5275440216064453,0.5569666028022766,0.5056206583976746,0.4566681981086731,0.4924244284629822,0.3944907784461975,0.4827892482280731,0.3387278616428375,0.5696917176246643,0.5435793399810791,0.5507879257202148,0.4319053888320923,0.5384514927864075,0.36158549785614014,0.5269144773483276,0.29989662766456604,0.6133884787559509,0.5514065027236938,0.6005923748016357,0.4465169906616211,0.5884169936180115,0.3809419870376587,0.5750299692153931,0.32185250520706177,0.6599997282028198,0.5756732821464539,0.6762645840644836,0.5000627040863037,0.6866578459739685,0.4502594470977783,0.6923038363456726,0.4029996395111084,Emergency_Help
0.6225084662437439,0.7652727961540222,0.5526559948921204,0.7416442632675171,0.4955943822860718,0.6780752539634705,0.45684707164764404,0.6152008771896362,0.41742759943008423,0.5721825957298279,0.5281954407691956,0.5548457503318787,0.5061208605766296,0.4556928277015686,0.49268218874931335,0.3940783143043518,0.4826435446739197,0.33911019563674927,0.5707256197929382,0.5412752628326416,0.551287829875946,0.43065378069877625,0.538147509098053,0.36078470945358276,0.525529682636261,0.2998543977737427,0.6143807172775269,0.5497027635574341,0.6018050312995911,0.444656103849411,0.5893791317939758,0.37869513034820557,0.5753294229507446,0.3191932439804077,0.6604637503623962,0.5750615000724792,0.676737904548645,0.4998273253440857,0.6866618990898132,0.4494147002696991,0.6917214393615723,0.40159523487091064,Emergency_Help
0.6230177283287048,0.7651187777519226,0.5529793500900269,0.7417579889297485,0.4954363703727722,0.6778395175933838,0.456813246011734,0.6145099997520447,0.4169805645942688,0.572245180606842,0.5279003977775574,0.5549654960632324,0.5059673190116882,0.4554442763328552,0.4930364787578583,0.39365237951278687,0.48344162106513977,0.3384785056114197,0.5703884959220886,0.541356086730957,0.551042377948761,0.43060463666915894,0.5381344556808472,0.3606709837913513,0.5258068442344666,0.2995830774307251,0.6140503287315369,0.549748420715332,0.601688027381897,0.4451966881752014,0.5891622304916382,0.379375159740448,0.5751161575317383,0.3198842406272888,0.6603334546089172,0.5750476121902466,0.6766459345817566,0.5000395774841309,0.6867164969444275,0.449695348739624,0.6919962167739868,0.4016941785812378,Emergency_Help
0.6224838495254517,0.7653968334197998,0.552679181098938,0.7417603731155396,0.4955522418022156,0.6775126457214355,0.45641767978668213,0.6143637299537659,0.4163569211959839,0.5716282725334167,0.5281752943992615,0.55448979139328,0.5061777830123901,0.4552651047706604,0.49295225739479065,0.39335212111473083,0.4832780957221985,0.3379921615123749,0.570612370967865,0.5411326885223389,0.5512468814849854,0.4306594431400299,0.5380589962005615,0.3608737289905548,0.5255797505378723,0.2999574840068817,0.6141806840896606,0.5497286915779114,0.6023378968238831,0.44522327184677124,0.5898590683937073,0.3791463375091553,0.5758522152900696,0.3194153308868408,0.6600088477134705,0.5754114389419556,0.676419734954834,0.5005038380622864,0.6864966750144958,0.44991040229797363,0.6918464303016663,0.401655912399292,Emergency_Help
0.6225035786628723,0.7651881575584412,0.5532922148704529,0.7421768307685852,0.4957996606826782,0.6789804100990295,0.4566698670387268,0.6154775023460388,0.41682690382003784,0.5720402598381042,0.5281065702438354,0.5542226433753967,0.5061020851135254,0.45531904697418213,0.4931240379810333,0.39374297857284546,0.4836232662200928,0.33848702907562256,0.570389449596405,0.540715754032135,0.5510574579238892,0.43054449558258057,0.53817218542099,0.3610674738883972,0.5257664918899536,0.30007386207580566,0.6138717532157898,0.5492109060287476,0.6021338105201721,0.44576767086982727,0.5897852182388306,0.38011449575424194,0.5756635069847107,0.32057130336761475,0.6598836183547974,0.5745761394500732,0.6764054298400879,0.5003287196159363,0.686451256275177,0.45005518198013306,0.6915921568870544,0.40193837881088257,Emergency_Help
0.6224185228347778,0.7659816741943359,0.5524746179580688,0.743148148059845,0.4946158528327942,0.6800682544708252,0.4555613398551941,0.6174758076667786,0.4158351421356201,0.5753760933876038,0.5276572704315186,0.5542100071907043,0.5059678554534912,0.4561614692211151,0.49320507049560547,0.39522436261177063,0.48368775844573975,0.3404451608657837,0.5702182650566101,0.5413079261779785,0.5508730411529541,0.4318338632583618,0.5380505323410034,0.3627288341522217,0.5257959961891174,0.30189940333366394,0.6137995719909668,0.5503709316253662,0.6019971370697021,0.44808873534202576,0.5899795293807983,0.3824586868286133,0.5763314962387085,0.32265645265579224,0.6598031520843506,0.5760734677314758,0.6758852005004883,0.5029802322387695,0.6859496831893921,0.4529165029525757,0.6914923787117004,0.40455615520477295,Emergency_Help
